V 0 :0.993261 -0.0860012 -0.0776987 -0.0833676 -0.0644111 -0.994435 0.0805179 0.994211 -0.0711468 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.995821 -0.0481515 0.0776014 0.05576 -0.993518 0.0990653 0.0723282 0.102978 0.99205 ,0.00698032 0.0259224 -0.0703598 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.0463182 0.00340709 0.0696725 ,19.3055
V 939 :-0.997925 0.0631062 0.0127722 -0.0278694 -0.244545 -0.969237 -0.0580415 -0.967582 0.245796 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998977 0.0293864 0.0343741 -0.0359896 0.976866 0.210804 -0.0273841 -0.211826 0.976924 ,-19.8019 -11.2568 -11.2767 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-20.7709 -12.3338 -7.85603 ,19.3055
V 940 :-0.994082 0.108354 0.00777198 -0.0349542 -0.251304 -0.967277 -0.102855 -0.961824 0.253604 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.996422 0.0745111 0.039891 -0.0814384 0.972686 0.217369 -0.022605 -0.21984 0.975274 ,-19.2079 -11.6666 -12.69 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-20.8456 -12.9735 -7.88834 ,19.3055
V 941 :-0.996023 0.0820208 0.0347855 -0.0565851 -0.28081 -0.958094 -0.0688156 -0.956252 0.284334 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997183 0.0411934 0.0626877 -0.055506 0.967355 0.247272 -0.0504553 -0.250055 0.966916 ,-19.3795 -12.6271 -12.3683 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-20.9077 -13.7011 -7.87933 ,19.3055
V 942 :-0.992758 0.11921 0.0148707 -0.0541601 -0.333634 -0.941146 -0.107232 -0.935135 0.337674 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.995085 0.0795839 0.0589242 -0.0937046 0.949178 0.300468 -0.0320171 -0.304513 0.95197 ,-18.9674 -13.4399 -13.2056 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.011 -14.4867 -7.88531 ,19.3055
V 943 :-0.997973 0.0403426 0.0492253 -0.0596563 -0.323451 -0.944362 -0.022176 -0.945385 0.325202 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997714 -0.00535009 0.0673669 -0.0144923 0.956731 0.290614 -0.0660067 -0.290926 0.954466 ,-19.9722 -13.6942 -12.4138 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.0667 -15.2778 -7.88717 ,19.3055
V 944 :-0.994794 0.0893671 0.0489814 -0.0758638 -0.328475 -0.941461 -0.0680465 -0.940276 0.333544 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.995786 0.0411248 0.0819704 -0.0636839 0.953252 0.295391 -0.0659905 -0.299366 0.951854 ,-19.1635 -14.3561 -13.9719 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.1424 -16.0565 -7.89261 ,19.3055
V 945 :-0.996914 0.0427029 0.0658734 -0.0767334 -0.352852 -0.932528 -0.0165781 -0.934704 0.355039 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.99636 -0.0103235 0.0846155 -0.0173912 0.947143 0.32034 -0.08345 -0.320646 0.943516 ,-19.8069 -14.9418 -13.3697 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.1564 -16.8406 -7.859 ,19.3055
V 946 :-0.998514 0.0528788 -0.0131844 -0.00198545 -0.277063 -0.96085 -0.0544615 -0.959396 0.276756 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999653 0.0249023 0.00863354 -0.0262557 0.969503 0.243668 -0.00230234 -0.24381 0.96982 ,-20.3133 -12.5384 -15.893 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.2169 -17.5664 -7.89073 ,19.3055
V 947 :-0.999352 0.0339818 0.0118501 -0.0211941 -0.289592 -0.956916 -0.029086 -0.956547 0.290124 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999588 0.000188918 0.0287042 -0.00754684 0.966529 0.256448 -0.027695 -0.256559 0.966132 ,-20.461 -13.3193 -15.8903 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.2364 -18.2811 -7.86667 ,19.3055
V 948 :-0.995861 0.0899806 0.0128342 -0.0391192 -0.296863 -0.954118 -0.0820421 -0.950671 0.299154 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997547 0.0538104 0.0447795 -0.0637492 0.962567 0.263438 -0.0289276 -0.265647 0.963636 ,-19.3683 -14.0495 -17.5101 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.3139 -18.9912 -7.89266 ,19.3055
V 949 :-0.999318 0.0333462 -0.0158828 0.00770138 -0.232446 -0.972579 -0.0361237 -0.972038 0.23203 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999981 0.0062264 -0.000414039 -0.00601979 0.980019 0.198813 0.00164366 -0.198807 0.980037 ,-20.7337 -12.1362 -18.1538 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.327 -19.6969 -7.89092 ,19.3055
V 950 :-0.996966 0.05356 0.0564755 -0.0692066 -0.277965 -0.958095 -0.0356174 -0.959097 0.280829 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997038 0.00843571 0.0764435 -0.0269524 0.969256 0.244575 -0.0720302 -0.245911 0.966612 ,-19.7327 -14.7734 -18.1967 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.3848 -20.4209 -7.90076 ,19.3055
V 951 :-0.996426 0.0811968 0.0232792 -0.0424011 -0.242454 -0.969236 -0.0730547 -0.966759 0.24503 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997818 0.0449284 0.0483712 -0.0540805 0.976507 0.208588 -0.0378633 -0.210749 0.976807 ,-19.365 -13.7558 -20.2286 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.397 -21.2377 -7.89482 ,19.3055
V 952 :-0.996705 0.0795113 0.0160453 -0.0382208 -0.285889 -0.9575 -0.0715449 -0.954958 0.287986 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998083 0.0432681 0.0442474 -0.0530744 0.966163 0.252414 -0.0318287 -0.254278 0.966607 ,-19.4138 -14.7138 -20.2963 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.4047 -21.9626 -7.90538 ,19.3055
V 953 :-0.998353 0.0572402 -0.0039252 -0.0124207 -0.282411 -0.959213 -0.0560141 -0.957584 0.282657 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.99946 0.026817 0.0190079 -0.0307094 0.968007 0.249038 -0.0117213 -0.249488 0.968307 ,-20.0267 -14.3032 -20.8317 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.3811 -22.7597 -7.88418 ,19.3055
V 955 :-0.999862 0.0154405 0.0061806 -0.0100562 -0.265273 -0.964121 -0.0132469 -0.96405 0.265392 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999707 -0.0160321 0.0181186 0.0113924 0.972638 0.232046 -0.021343 -0.231772 0.972536 ,-20.9417 -14.2659 -21.4604 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.4124 -24.0709 -7.90127 ,19.3055
V 956 :-0.998054 0.0449877 0.0431864 -0.0536936 -0.267709 -0.962002 -0.0317169 -0.962449 0.269604 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998125 0.00397338 0.0610826 -0.0182069 0.971998 0.234284 -0.0584413 -0.234957 0.970247 ,-19.9326 -15.4446 -22.4296 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.4769 -24.7448 -7.92051 ,19.3055
V 957 :-0.997466 -0.0366445 0.0609772 -0.0466807 -0.309666 -0.949699 0.0536838 -0.950139 0.30717 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.995038 -0.0815631 0.0569863 0.0627038 0.958726 0.27733 -0.0772541 -0.272381 0.959083 ,-21.8131 -16.369 -20.4545 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.4724 -25.2251 -7.90555 ,19.3055
V 958 :-0.999725 -0.00574512 0.0227203 -0.0195522 -0.330014 -0.943773 0.0129201 -0.943959 0.329811 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998718 -0.0418415 0.0285014 0.0314817 0.954167 0.297614 -0.0396477 -0.296335 0.954261 ,-21.4267 -16.4369 -21.577 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.5106 -25.8355 -7.88616 ,19.3055
V 959 :-0.993135 -0.116682 0.00829138 0.0308854 -0.329926 -0.943501 0.112825 -0.936768 0.331265 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.989522 -0.143183 -0.0185485 0.142151 0.943696 0.298717 -0.0252671 -0.298224 0.954161 ,-24.4026 -15.6028 -19.9229 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.5615 -26.5842 -7.89656 ,19.3055
V 961 :-0.997921 -0.0511786 0.0391643 -0.0211244 -0.31437 -0.949066 0.0608839 -0.94792 0.312635 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.995469 -0.0896483 0.0316957 0.0771294 0.956241 0.282231 -0.0556103 -0.278508 0.958823 ,-22.7006 -16.7497 -22.5841 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.6826 -27.7582 -7.92134 ,19.3055
V 962 :-0.999417 -0.0120187 0.0319624 -0.0262274 -0.329222 -0.943888 0.0218671 -0.944176 0.328715 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998092 -0.0505404 0.0354754 0.0377648 0.954171 0.296868 -0.0488535 -0.294962 0.954259 ,-21.7461 -17.4254 -23.8642 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.7161 -28.4507 -7.88422 ,19.3055
V 963 :-0.998975 0.0399785 0.0212429 -0.0323076 -0.300845 -0.953126 -0.0317137 -0.952835 0.301828 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999206 0.00320732 0.0397179 -0.013736 0.963385 0.26777 -0.0374048 -0.268102 0.962664 ,-20.3942 -17.0698 -26.2004 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.7992 -29.2035 -7.90275 ,19.3055
V 964 :-0.998516 0.0480279 0.0256705 -0.0391461 -0.305323 -0.951444 -0.0378581 -0.951037 0.30675 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.99888 0.00959419 0.0463383 -0.021869 0.961981 0.272238 -0.0419647 -0.272946 0.961114 ,-20.0963 -17.567 -26.9783 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.8183 -29.9742 -7.89715 ,19.3055
V 965 :-0.999256 -0.0367875 0.0115512 -0.000790689 -0.279964 -0.96001 0.0385503 -0.959306 0.279727 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997624 -0.0680767 0.010623 0.0633435 0.966857 0.247335 -0.0271087 -0.246074 0.968872 ,-22.8248 -16.2487 -26.5029 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.8488 -30.7362 -7.89466 ,19.3055
V 966 :-0.99848 0.0548511 -0.00547794 -0.00802913 -0.24303 -0.969986 -0.0545361 -0.968467 0.2431 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999575 0.0251857 0.0146706 -0.0277006 0.977453 0.20933 -0.00906772 -0.209647 0.977735 ,-20.1136 -15.5226 -29.8659 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.8795 -31.5131 -7.87727 ,19.3055
V 967 :-0.999121 -0.018841 0.0374474 -0.0311764 -0.263207 -0.964236 0.0280236 -0.964556 0.262388 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997575 -0.0565116 0.0406292 0.0456882 0.972057 0.230256 -0.052506 -0.227841 0.972282 ,-22.1488 -16.816 -28.4414 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.9042 -32.1993 -7.89287 ,19.3055
V 968 :-0.999486 0.0283784 0.014907 -0.0226336 -0.295452 -0.955089 -0.0226996 -0.954936 0.295943 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.99952 -0.00614534 0.0303621 -0.00203825 0.964955 0.262408 -0.0309107 -0.262343 0.964479 ,-20.7769 -17.8111 -29.6776 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.8876 -32.9324 -7.89283 ,19.3055
V 970 :-0.999646 0.0254223 0.0078837 -0.0149562 -0.291498 -0.956455 -0.0220172 -0.956234 0.291775 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999717 -0.00709589 0.0227142 0.000984932 0.966028 0.258437 -0.0237764 -0.258341 0.965761 ,-20.8689 -17.9362 -31.0895 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.8593 -34.3464 -7.89368 ,19.3055
V 972 :-0.999495 0.0248153 0.0198636 -0.0247963 -0.217728 -0.975695 -0.0198873 -0.975694 0.218233 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999428 -0.00888065 0.0326197 0.00272672 0.982913 0.184053 -0.0336968 -0.183859 0.982375 ,-20.7889 -16.0566 -33.6018 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.8895 -35.6871 -7.88799 ,19.3055
V 973 :-0.998962 -0.0369746 0.0266247 -0.0153255 -0.277628 -0.960567 0.0429083 -0.959977 0.276773 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.99709 -0.0719215 0.0252952 0.0635682 0.967442 0.244979 -0.0420909 -0.242658 0.969198 ,-22.9473 -18.0521 -31.8718 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.882 -36.3795 -7.88008 ,19.3055
V 974 :-0.998004 0.0630663 0.00335964 -0.020729 -0.276852 -0.960689 -0.059657 -0.958841 0.277606 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999157 0.0307523 0.0271836 -0.0364534 0.969243 0.243389 -0.0188627 -0.244175 0.969548 ,-19.4105 -18.3607 -34.7609 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.8682 -37.1077 -7.89706 ,19.3055
V 975 :-0.99998 -0.00514186 0.00376953 -0.00214164 -0.285984 -0.958232 0.00600512 -0.958221 0.285967 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999309 -0.03554 0.0108676 0.0316353 0.966918 0.253119 -0.0195039 -0.2526 0.967374 ,-21.9685 -18.486 -33.9062 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.8516 -37.8106 -7.90882 ,19.3055
V 976 :-0.999591 0.0284078 -0.00339644 -0.00337421 -0.234942 -0.972003 -0.0284104 -0.971594 0.234942 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.99994 -0.00110604 0.0109205 -0.0011157 0.979515 0.201366 -0.0109195 -0.201366 0.979455 ,-20.746 -16.8334 -36.225 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.8687 -38.4827 -7.89184 ,19.3055
V 978 :-0.99703 0.0767915 -0.0059169 -0.0130287 -0.243877 -0.969719 -0.0759091 -0.966761 0.244153 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998727 0.0467517 0.0189246 -0.049688 0.976428 0.210048 -0.00865843 -0.210721 0.977508 ,-18.793 -17.704 -38.3756 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.9223 -39.8933 -7.88045 ,19.3055
V 979 :-0.998547 -0.0467803 0.0267323 -0.0138989 -0.25571 -0.966654 0.0520561 -0.965621 0.254689 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.996413 -0.0810966 0.0241784 0.0737023 0.972036 0.222966 -0.0415841 -0.220384 0.974526 ,-23.5104 -18.408 -36.1475 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.9005 -40.636 -7.92959 ,19.3055
V 980 :-0.995904 0.0885332 -0.0183612 0.000732965 -0.195161 -0.980771 -0.0904142 -0.976767 0.194296 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998139 0.0608017 0.00466646 -0.0607595 0.985095 0.16092 0.00518729 -0.160904 0.986956 ,-18.3143 -15.8754 -40.8655 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-21.9634 -41.3129 -7.934 ,19.3055
V 982 :-0.998098 0.0529154 -0.0316398 0.0150801 -0.288071 -0.95749 -0.0597805 -0.956146 0.286725 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999524 0.0296412 -0.00860665 -0.026472 0.966636 0.254781 0.0158715 -0.254432 0.96696 ,-19.9978 -19.6388 -40.0202 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-22.0999 -42.783 -7.93751 ,19.3055
V 983 :-0.999706 -0.0239319 -0.00394146 0.010411 -0.276641 -0.960917 0.0219062 -0.960675 0.276809 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998654 -0.0518484 -0.00113647 0.0505599 0.968492 0.243858 -0.011543 -0.243587 0.96981 ,-23.1421 -19.4679 -39.188 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-22.1234 -43.5089 -7.92414 ,19.3055
V 984 :-0.998291 0.0553627 -0.0187005 0.00071785 -0.308375 -0.951265 -0.0584313 -0.949653 0.307809 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999569 0.0287816 0.00579441 -0.0292645 0.960921 0.275273 0.00235485 -0.275324 0.961349 ,-19.7791 -21.1934 -40.8594 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-22.1608 -44.1607 -7.93029 ,19.3055
V 985 :-0.999599 -0.017991 -0.0218602 0.0256327 -0.247258 -0.968611 0.0120211 -0.968783 0.24762 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998957 -0.0424939 -0.0166873 0.0450846 0.975756 0.214166 0.007182 -0.214695 0.976655 ,-23.0713 -18.2643 -41.3129 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-22.1466 -44.8774 -7.93737 ,19.3055
V 986 :-0.997615 0.0644024 -0.0248413 0.00300179 -0.31906 -0.94773 -0.0689619 -0.945544 0.318106 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999225 0.0392429 0.0031464 -0.0385029 0.957451 0.286015 0.00821152 -0.285914 0.95822 ,-19.3387 -22.0214 -42.1382 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-22.175 -45.5416 -7.92422 ,19.3055
