V 0 :0.997834 -0.0105558 -0.0649297 -0.0645998 0.0290595 -0.997488 0.0124161 0.999522 0.0283145 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.998216 0.01937 0.05648 -0.0191071 -0.999804 0.00519115 0.0565694 0.00410272 0.99839 ,-0.0740332 0.0302236 -0.0400969 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.125719 -0.0316271 0.0687992 ,19.3055
V 310 :-0.99586 0.0798388 0.0434608 -0.0519865 -0.108016 -0.992789 -0.0745687 -0.990938 0.111719 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997226 0.0467873 0.0578942 -0.050992 0.995997 0.0734192 -0.0542273 -0.0761676 0.995619 ,-28.5905 -2.55398 -11.1982 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.4795 -9.01347 -0.000405253 ,19.3055
V 311 :-0.990181 0.136525 -0.0300345 0.00577566 -0.174715 -0.984602 -0.139671 -0.975108 0.172211 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.993929 0.110003 -0.00210443 -0.108625 0.984156 0.140135 0.0174864 -0.139055 0.99013 ,-27.8733 -1.50966 -13.599 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.5279 -9.6376 0.0518766 ,19.3055
V 313 :-0.995765 0.0723672 -0.0566957 0.0484029 -0.111606 -0.992573 -0.0781573 -0.991114 0.107631 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997992 0.0469219 -0.0425564 -0.0435456 0.996075 0.0770651 0.0460054 -0.0750571 0.996117 ,-28.6091 0.207736 -13.1266 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.568 -10.8401 0.0340753 ,19.3055
V 314 :-0.999146 -0.0231707 -0.0342152 0.0359269 -0.0780022 -0.996306 0.0204162 -0.996684 0.0787679 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998331 -0.051221 -0.0266922 0.0523655 0.997654 0.0441056 0.0243704 -0.0454297 0.99867 ,-29.7788 0.16363 -10.7358 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.5904 -11.3068 0.0300482 ,19.3055
V 316 :-0.994489 0.102497 -0.0220592 0.0166913 -0.0529366 -0.998458 -0.103507 -0.993324 0.050934 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997235 0.073374 -0.0117413 -0.073155 0.997156 0.0180994 0.0130359 -0.0171904 0.999767 ,-28.1961 -0.197449 -15.2215 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.6537 -12.1652 -0.000982547 ,19.3055
V 317 :-0.997417 0.0627652 0.034934 -0.0408871 -0.0962149 -0.99452 -0.0590601 -0.99338 0.0985326 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998402 0.0308668 0.0473446 -0.0337649 0.997524 0.0616876 -0.0453233 -0.0631875 0.996972 ,-28.7625 -2.47578 -14.5221 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.6883 -12.7836 0.0155902 ,19.3055
V 318 :-0.98993 0.14118 0.0103483 -0.0278723 -0.122719 -0.99205 -0.138788 -0.982348 0.125418 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.993399 0.110287 0.0315506 -0.112671 0.989738 0.0878839 -0.0215345 -0.0908586 0.995631 ,-27.4737 -2.47476 -17.2301 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.6933 -13.2715 0.0291998 ,19.3055
V 319 :-0.992302 0.113517 0.0494958 -0.0645096 -0.132656 -0.989061 -0.105709 -0.98464 0.138958 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.994507 0.0784316 0.0693154 -0.0850269 0.99155 0.097972 -0.0610456 -0.103327 0.992772 ,-27.8871 -3.80114 -16.9035 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.7412 -13.9037 0.00939662 ,19.3055
V 320 :-0.991556 0.12367 0.0390309 -0.057581 -0.150174 -0.986981 -0.116199 -0.980894 0.156026 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.994126 0.0886943 0.0620264 -0.0954189 0.988711 0.11552 -0.0510803 -0.12076 0.991367 ,-27.6579 -3.91898 -17.8016 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.7547 -14.5497 0.0271084 ,19.3055
V 321 :-0.986605 0.162151 0.0178469 -0.0524028 -0.211423 -0.975989 -0.154484 -0.96385 0.217088 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.99036 0.126909 0.0555014 -0.13485 0.974931 0.176986 -0.031649 -0.182764 0.982647 ,-26.9271 -4.75484 -19.0613 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.7939 -14.9278 0.0102056 ,19.3055
V 322 :-0.996379 0.0850098 0.00160544 -0.0171423 -0.182355 -0.983083 -0.0832789 -0.979551 0.183152 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998266 0.0542746 0.0227784 -0.0570585 0.987331 0.148057 -0.0144541 -0.1491 0.988716 ,-28.3627 -3.31595 -17.4865 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.8137 -15.2431 0.0225972 ,19.3055
V 323 :-0.998178 0.0593234 0.0110534 -0.0211065 -0.171621 -0.984937 -0.0565328 -0.983375 0.17256 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999235 0.0276392 0.0276692 -0.0311895 0.990022 0.137418 -0.0235949 -0.138176 0.990127 ,-28.7957 -3.30716 -16.9303 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.8125 -15.4301 0.0179227 ,19.3055
V 324 :-0.99714 0.0737952 -0.016311 0.00125151 -0.199669 -0.979863 -0.075566 -0.977081 0.199006 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998934 0.0459144 0.00466597 -0.046053 0.985127 0.165541 0.00300412 -0.165579 0.986192 ,-28.5251 -3.13385 -17.6559 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.8158 -15.6924 0.00977046 ,19.3055
V 325 :-0.992175 0.124153 -0.0132489 -0.0107061 -0.190315 -0.981665 -0.124398 -0.973841 0.190155 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.995341 0.0952549 0.0149058 -0.0964139 0.98306 0.155874 0.000194493 -0.156585 0.987664 ,-27.5712 -3.41411 -19.4876 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.8542 -16.1232 0.0218396 ,19.3055
V 326 :-0.997896 0.0640723 0.0098712 -0.0206763 -0.170244 -0.985185 -0.0614425 -0.983317 0.17121 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999104 0.0325374 0.0270691 -0.0359275 0.990057 0.136003 -0.0223748 -0.136854 0.990339 ,-28.7171 -3.46597 -18.214 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.8895 -16.582 0.0228027 ,19.3055
V 327 :-0.998578 0.0528391 0.00711071 -0.0169023 -0.187255 -0.982166 -0.0505653 -0.980889 0.187881 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999488 0.0215213 0.0236748 -0.0248999 0.987884 0.153182 -0.0200913 -0.153693 0.987914 ,-28.9058 -3.72594 -18.2304 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.8924 -16.9741 0.00532042 ,19.3055
V 328 :-0.993474 0.114056 0.00122613 -0.022154 -0.182404 -0.982974 -0.11189 -0.976586 0.18374 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.99618 0.083115 0.026785 -0.0861798 0.985232 0.147959 -0.0140918 -0.149702 0.988631 ,-27.7031 -3.82791 -20.3057 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.9174 -17.2881 0.0363616 ,19.3055
V 329 :-0.993857 0.103731 0.0385784 -0.055092 -0.161382 -0.985353 -0.0959854 -0.981426 0.166105 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.995841 0.0683481 0.0602491 -0.075557 0.989037 0.126873 -0.050917 -0.130898 0.990087 ,-27.8981 -4.57997 -20.4132 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.9762 -17.7998 -0.00863314 ,19.3055
V 330 :-0.998419 0.0461957 0.0320286 -0.0406966 -0.200976 -0.97875 -0.0387771 -0.978506 0.202539 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998798 0.0105685 0.0478556 -0.0184338 0.985779 0.167033 -0.0454097 -0.167715 0.984789 ,-29.0381 -4.95339 -19.1571 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.9793 -18.321 -0.00389208 ,19.3055
V 331 :-0.996257 0.080081 0.0325405 -0.0467483 -0.18251 -0.982092 -0.072708 -0.979938 0.18557 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997606 0.0447366 0.0527261 -0.0521217 0.987577 0.14824 -0.0454393 -0.150634 0.987545 ,-28.3213 -4.8277 -20.5631 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.976 -18.6844 0.0317168 ,19.3055
V 332 :-0.999088 0.0392777 0.016742 -0.0240598 -0.193972 -0.980712 -0.0352726 -0.98022 0.19474 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999487 0.00647552 0.0313546 -0.0114153 0.987045 0.160034 -0.0299121 -0.16031 0.986613 ,-29.1396 -4.49016 -20.0757 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.9729 -19.3272 0.0278936 ,19.3055
V 333 :-0.997192 0.0748264 0.00300292 -0.0180752 -0.201582 -0.979305 -0.0726725 -0.976609 0.202369 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998755 0.0436872 0.02408 -0.0471121 0.984753 0.16746 -0.016397 -0.168386 0.985585 ,-28.316 -4.56903 -21.7586 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.9416 -19.9722 0.0466162 ,19.3055
V 334 :-0.999319 0.0346822 0.0126013 -0.0198715 -0.21805 -0.975735 -0.031093 -0.975321 0.218591 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999625 0.00214928 0.0273136 -0.00714908 0.982843 0.184303 -0.0264489 -0.184429 0.98249 ,-29.1757 -5.09896 -21.117 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.9579 -20.6173 0.0403786 ,19.3055
V 335 :-0.992214 0.124042 0.0112083 -0.0376146 -0.212653 -0.976404 -0.118732 -0.969223 0.215663 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.995009 0.0905184 0.0419915 -0.0966083 0.979212 0.178356 -0.024974 -0.181523 0.98307 ,-27.0337 -5.65734 -24.2439 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-29.9516 -21.2654 0.0398119 ,19.3055
V 336 :-0.989191 0.144098 0.0271355 -0.0569713 -0.207178 -0.976643 -0.13511 -0.967633 0.213148 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.992333 0.107635 0.060751 -0.116661 0.978029 0.172768 -0.0408203 -0.17853 0.983087 ,-26.5082 -6.28087 -25.3155 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.0348 -21.8949 0.0141646 ,19.3055
V 338 :-0.989227 0.146384 0.00153036 -0.0252459 -0.160289 -0.986747 -0.144199 -0.976155 0.162258 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.992877 0.115623 0.028735 -0.11834 0.984998 0.125598 -0.013782 -0.128104 0.991665 ,-26.3649 -4.55168 -27.0204 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.1278 -23.1652 -0.0309141 ,19.3055
V 339 :-0.995442 0.0953711 0.000503245 -0.0215178 -0.219446 -0.975387 -0.0929133 -0.970952 0.220498 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997585 0.0640773 0.0268141 -0.0679502 0.980324 0.185331 -0.014411 -0.186705 0.98231 ,-27.6699 -5.92253 -26.0158 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.1281 -23.8397 0.00485942 ,19.3055
V 340 :-0.99404 0.105412 0.0278183 -0.0463726 -0.177893 -0.982957 -0.0986664 -0.978388 0.181721 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.996169 0.070721 0.051445 -0.077452 0.98662 0.143464 -0.0406108 -0.146898 0.988318 ,-27.3741 -5.82908 -26.997 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.183 -24.4848 -0.0267555 ,19.3055
V 341 :-0.998941 0.0399382 0.0228448 -0.0301915 -0.194321 -0.980473 -0.0347192 -0.980125 0.195321 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999278 0.00613791 0.0375001 -0.012081 0.986981 0.16038 -0.0360275 -0.160717 0.986343 ,-29.1189 -5.86382 -25.7428 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.2023 -25.1297 -0.0217207 ,19.3055
V 342 :-0.988023 0.150405 -0.03449 0.00466087 -0.194322 -0.980927 -0.154239 -0.969339 0.191294 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.992199 0.124659 -0.00150635 -0.122818 0.979478 0.159809 0.0213969 -0.158377 0.987147 ,-25.9989 -4.94965 -29.7243 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.2854 -25.7819 -0.034012 ,19.3055
V 343 :-0.998309 0.0559257 0.0158789 -0.0268985 -0.202195 -0.978976 -0.0515393 -0.977747 0.203357 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999173 0.0228462 0.0336292 -0.028191 0.985351 0.168194 -0.0292939 -0.169003 0.98518 ,-28.7322 -6.22866 -27.4866 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.3102 -26.4486 -0.018538 ,19.3055
V 344 :-0.991301 0.131435 -0.00686455 -0.0166725 -0.177141 -0.984044 -0.130554 -0.97537 0.177791 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.994607 0.101635 0.0206508 -0.103548 0.98435 0.142593 -0.00583513 -0.143963 0.989566 ,-26.5043 -5.36575 -30.3873 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.3676 -27.0246 -0.0252393 ,19.3055
V 346 :-0.990175 0.138197 0.0213348 -0.0426502 -0.153171 -0.987279 -0.133171 -0.978489 0.15756 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.993365 0.105177 0.0465134 -0.110033 0.986842 0.118474 -0.0334406 -0.122806 0.991867 ,-26.2042 -5.70666 -31.8493 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.4672 -28.3364 -0.0197159 ,19.3055
V 347 :-0.999438 0.0232099 0.0241897 -0.0279275 -0.177292 -0.983762 -0.0185444 -0.983885 0.177841 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999308 -0.0101128 0.0357943 0.00487956 0.989656 0.143376 -0.036874 -0.143102 0.989021 ,-29.7704 -6.04498 -29.1627 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.508 -28.9969 -0.00467194 ,19.3055
V 349 :-0.999546 0.0282903 0.010367 -0.0155715 -0.190469 -0.98157 -0.0257943 -0.981286 0.190823 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999725 -0.00329856 0.0231992 -0.000375001 0.987664 0.156591 -0.0234295 -0.156556 0.987391 ,-29.6601 -6.28139 -30.5728 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.5778 -30.2807 0.00992559 ,19.3055
V 350 :-0.995058 0.0979828 -0.0161203 -0.00313533 -0.19326 -0.981143 -0.0992505 -0.976243 0.192612 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997528 0.069787 0.0082233 -0.070206 0.984786 0.158957 0.00299496 -0.159142 0.987251 ,-27.3835 -6.07716 -33.17 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.5994 -30.793 0.0175968 ,19.3055
V 351 :-0.998067 0.0600687 -0.0159623 0.00414421 -0.191934 -0.981399 -0.062015 -0.979568 0.191313 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999477 0.0322505 0.00224585 -0.0322006 0.986939 0.157842 0.00287396 -0.157831 0.987462 ,-28.6647 -5.94248 -32.7663 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.6598 -31.4368 0.0118929 ,19.3055
V 353 :-0.996112 0.0870265 -0.0136787 -0.00530164 -0.21421 -0.976773 -0.0879353 -0.972903 0.213839 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998228 0.0585268 0.0107838 -0.059512 0.981846 0.180103 -4.71798e-05 -0.180425 0.983589 ,-27.7237 -7.20426 -34.6064 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.7381 -32.7186 0.0151519 ,19.3055
V 354 :-0.995404 0.095713 0.0032402 -0.0233753 -0.210012 -0.977419 -0.0928713 -0.973003 0.211284 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.997532 0.0641004 0.0286716 -0.0681599 0.982058 0.175829 -0.0168865 -0.177349 0.984003 ,-27.416 -7.74874 -35.3444 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.7932 -33.3126 0.0148648 ,19.3055
V 355 :-0.985299 0.170821 -0.00244959 -0.0366448 -0.22533 -0.973593 -0.166862 -0.959191 0.228277 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.989544 0.13877 0.0393193 -0.143759 0.971012 0.19097 -0.0116786 -0.194626 0.980808 ,-24.6073 -8.81665 -37.744 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.9001 -33.9028 0.00251448 ,19.3055
V 356 :-0.998861 0.0466053 -0.0102341 -0.00119011 -0.238747 -0.971081 -0.0477009 -0.969963 0.238531 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.999803 0.0181111 0.00807258 -0.0193819 0.978556 0.205069 -0.00418545 -0.205185 0.978714 ,-29.2238 -8.32658 -35.0716 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.9173 -34.5645 0.0101175 ,19.3055
V 357 :-0.99715 0.0719383 -0.022723 0.00675032 -0.214912 -0.97661 -0.0751392 -0.97398 0.213814 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,0.998973 0.0452986 -0.000814765 -0.044404 0.982499 0.180896 0.00899481 -0.180674 0.983502 ,-28.3039 -7.41374 -36.696 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,-30.9728 -35.2184 -0.00667649 ,19.3055
